0.2558553218841553	0.2361
0.7889754772186279	0.1875
1.3184535503387451	0.1214
1.8526358604431152	0.0563
2.387017250061035	-0.0005
2.9200708866119385	-0.0515
3.437734603881836	-0.0626
3.9688496589660645	-0.0569
4.485889673233032	-0.0518
5.005821466445923	-0.0542
5.52470588684082	-0.0542
6.056207895278931	-0.081
6.5873048305511475	-0.1161
7.1028149127960205	-0.1975
7.638993501663208	-0.2613
8.158891439437866	-0.3202
8.69496774673462	-0.3654
9.223892211914062	-0.3648
9.740806341171265	-0.3762
10.2745680809021	-0.3689
10.79265570640564	-0.3747
11.308837652206421	-0.3762
11.84012246131897	-0.4241
12.371492147445679	-0.477
12.88943886756897	-0.545
13.419175624847412	-0.618
13.950189590454102	-0.6623
14.468615770339966	-0.7004
15.00076699256897	-0.7153
15.530784368515015	-0.7127
16.063392639160156	-0.7111
16.592453241348267	-0.6918
17.121252298355103	-0.7245
17.652254819869995	-0.7726
18.182404279708862	-0.8344
18.709835052490234	-0.9201
19.244948387145996	-0.981
19.773260831832886	-1.0151
20.301958084106445	-1.0481
20.829694032669067	-1.0414
21.360487937927246	-1.0171
21.92141842842102	-1.0178
22.463793516159058	-1.0295
22.999657154083252	-1.1091
23.52780270576477	-1.1606
24.044541835784912	-1.2309
24.571674823760986	-1.2942
25.106363534927368	-1.3474
25.639949560165405	-1.3756
26.205920219421387	-1.376
26.73697066307068	-1.3725
27.26803708076477	-1.3661
27.803140878677368	-1.3848
28.335249423980713	-1.4343
